#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AGQ14261.1	AGQ12688.1	1096995.BJAB07104_01893	1096995.BJAB07104_00318	0.064	0	0.401	0	0	0	0	0.056	0.424
AGQ14261.1	aaeA	1096995.BJAB07104_01893	1096995.BJAB07104_00377	0.063	0	0.224	0	0.326	0.221	0	0.090	0.589
AGQ14261.1	macB	1096995.BJAB07104_01893	1096995.BJAB07104_00590	0.122	0	0	0	0.071	0.737	0	0.403	0.854
AGQ14261.1	macA	1096995.BJAB07104_01893	1096995.BJAB07104_00591	0.060	0	0.191	0	0.128	0.275	0	0.402	0.660
AGQ14261.1	AGQ13151.1	1096995.BJAB07104_01893	1096995.BJAB07104_00782	0.062	0	0.236	0	0.326	0.221	0	0.319	0.697
AGQ14261.1	AGQ13278.1	1096995.BJAB07104_01893	1096995.BJAB07104_00910	0.062	0	0.229	0	0.326	0.221	0	0.102	0.596
AGQ14261.1	bepC_2	1096995.BJAB07104_01893	1096995.BJAB07104_01399	0	0	0.503	0	0	0	0	0.084	0.525
AGQ14261.1	AGQ13768.1	1096995.BJAB07104_01893	1096995.BJAB07104_01400	0.081	0	0.165	0	0.343	0	0	0.138	0.507
AGQ14261.1	prsE	1096995.BJAB07104_01893	1096995.BJAB07104_01401	0.081	0	0.193	0	0.326	0.221	0	0.138	0.603
AGQ14261.1	AGQ14217.1	1096995.BJAB07104_01893	1096995.BJAB07104_01849	0.079	0	0.310	0	0.326	0.221	0	0.100	0.644
AGQ14261.1	AGQ14257.1	1096995.BJAB07104_01893	1096995.BJAB07104_01889	0.512	0	0.316	0	0.326	0.221	0	0.100	0.813
AGQ14261.1	AGQ16113.1	1096995.BJAB07104_01893	1096995.BJAB07104_03747	0.060	0	0.155	0	0.069	0.258	0	0.084	0.405
AGQ14261.1	AGQ15398.1	1096995.BJAB07104_01893	1096995.BJAB07104_03030	0.063	0	0	0	0.325	0	0	0.138	0.407
AGQ14261.1	AGQ15439.1	1096995.BJAB07104_01893	1096995.BJAB07104_03071	0.060	0	0.161	0	0.069	0.258	0	0.088	0.412
AGQ14261.1	AGQ15518.1	1096995.BJAB07104_01893	1096995.BJAB07104_03150	0.060	0	0.177	0	0.069	0.258	0	0.084	0.421
AGQ14261.1	AGQ14282.1	1096995.BJAB07104_01893	1096995.BJAB07104_01914	0.060	0	0.186	0	0.069	0.258	0	0.084	0.427
AGQ14261.1	AGQ15363.1	1096995.BJAB07104_01893	1096995.BJAB07104_02995	0.060	0	0.195	0	0.069	0.258	0	0.084	0.433
AGQ14261.1	AGQ14281.1	1096995.BJAB07104_01893	1096995.BJAB07104_01913	0.060	0	0.155	0	0.128	0.275	0	0.084	0.456
AGQ14261.1	AGQ15030.1	1096995.BJAB07104_01893	1096995.BJAB07104_02662	0.060	0	0.234	0	0.069	0.258	0	0.084	0.461
AGQ14261.1	AGQ15320.1	1096995.BJAB07104_01893	1096995.BJAB07104_02952	0	0	0.469	0	0	0	0	0	0.469
AGQ14261.1	czcB	1096995.BJAB07104_01893	1096995.BJAB07104_03504	0.060	0	0.180	0	0.128	0.275	0	0.084	0.472
AGQ14261.1	mdtA	1096995.BJAB07104_01893	1096995.BJAB07104_03748	0.060	0	0.194	0	0.128	0.275	0	0.084	0.481
AGQ14261.1	mdtE	1096995.BJAB07104_01893	1096995.BJAB07104_02661	0.060	0	0.229	0	0.128	0.275	0	0.084	0.503
AGQ14261.1	AGQ15581.1	1096995.BJAB07104_01893	1096995.BJAB07104_03213	0	0	0.462	0	0	0	0	0.136	0.515
AGQ14261.1	AGQ14973.1	1096995.BJAB07104_01893	1096995.BJAB07104_02605	0	0	0.511	0	0.056	0	0	0	0.518
AGQ14261.1	AGQ14420.1	1096995.BJAB07104_01893	1096995.BJAB07104_02052	0.064	0	0.161	0	0.326	0.221	0	0.093	0.557
AGQ14261.1	emrA_4	1096995.BJAB07104_01893	1096995.BJAB07104_02953	0.064	0	0.272	0	0.326	0.221	0	0.093	0.616
AGQ14261.1	AGQ15517.1	1096995.BJAB07104_01893	1096995.BJAB07104_03149	0.060	0	0.405	0	0.128	0.275	0	0.084	0.617
AGQ14281.1	AGQ12691.1	1096995.BJAB07104_01913	1096995.BJAB07104_00321	0.060	0	0.151	0	0.128	0.303	0.800	0.099	0.892
AGQ14281.1	aaeA	1096995.BJAB07104_01913	1096995.BJAB07104_00377	0.054	0	0.416	0	0.047	0	0	0.056	0.436
AGQ14281.1	AGQ12959.1	1096995.BJAB07104_01913	1096995.BJAB07104_00589	0.059	0	0.700	0	0.102	0.270	0	0.078	0.798
AGQ14281.1	macB	1096995.BJAB07104_01913	1096995.BJAB07104_00590	0.148	0	0.220	0	0.466	0.856	0	0.176	0.950
AGQ14281.1	macA	1096995.BJAB07104_01913	1096995.BJAB07104_00591	0	0	0.515	0	0	0	0	0	0.515
AGQ14281.1	AGQ13151.1	1096995.BJAB07104_01913	1096995.BJAB07104_00782	0.054	0	0.469	0	0.058	0	0	0.078	0.505
AGQ14281.1	AGQ13278.1	1096995.BJAB07104_01913	1096995.BJAB07104_00910	0.054	0	0.409	0	0.058	0	0	0.078	0.449
AGQ14281.1	AGQ13452.1	1096995.BJAB07104_01913	1096995.BJAB07104_01084	0.060	0	0	0	0.217	0.265	0	0.084	0.438
AGQ14281.1	bepC_2	1096995.BJAB07104_01913	1096995.BJAB07104_01399	0.056	0	0.155	0	0.102	0.267	0	0.083	0.430
AGQ14281.1	AGQ14257.1	1096995.BJAB07104_01913	1096995.BJAB07104_01889	0.054	0	0.457	0	0.058	0	0	0.078	0.494
AGQ14281.1	AGQ14261.1	1096995.BJAB07104_01913	1096995.BJAB07104_01893	0.060	0	0.155	0	0.128	0.275	0	0.084	0.456
AGQ14281.1	adeS	1096995.BJAB07104_01913	1096995.BJAB07104_01911	0.509	0	0	0	0	0	0	0.085	0.532
AGQ14281.1	adeR	1096995.BJAB07104_01913	1096995.BJAB07104_01912	0.592	0	0	0	0	0	0	0.055	0.598
AGQ14281.1	lolD	1096995.BJAB07104_01913	1096995.BJAB07104_02944	0.060	0	0	0	0.217	0.265	0	0.084	0.438
AGQ14281.1	AGQ14420.1	1096995.BJAB07104_01913	1096995.BJAB07104_02052	0.054	0	0.432	0	0.047	0	0	0.056	0.451
AGQ14281.1	AGQ16113.1	1096995.BJAB07104_01913	1096995.BJAB07104_03747	0.057	0	0.222	0	0.242	0.276	0	0.070	0.557
AGQ14281.1	czcA_2	1096995.BJAB07104_01913	1096995.BJAB07104_03503	0.064	0	0.254	0	0.214	0.289	0	0.099	0.584
AGQ14281.1	AGQ15518.1	1096995.BJAB07104_01913	1096995.BJAB07104_03150	0.057	0.004	0.338	0	0.242	0.276	0	0.070	0.623
AGQ14281.1	AGQ15031.1	1096995.BJAB07104_01913	1096995.BJAB07104_02663	0.059	0	0.692	0	0.102	0.270	0	0.078	0.792
AGQ14281.1	AGQ15030.1	1096995.BJAB07104_01913	1096995.BJAB07104_02662	0.057	0.051	0.750	0	0.242	0.276	0	0.070	0.859
AGQ14281.1	adeI	1096995.BJAB07104_01913	1096995.BJAB07104_03070	0	0	0.155	0.844	0	0	0.900	0	0.911
AGQ14281.1	adeK	1096995.BJAB07104_01913	1096995.BJAB07104_03072	0.059	0	0.756	0	0.102	0.270	0.800	0.078	0.965
AGQ14281.1	AGQ15439.1	1096995.BJAB07104_01913	1096995.BJAB07104_03071	0.057	0.093	0.774	0	0.242	0.276	0.800	0.070	0.974
AGQ14281.1	AGQ15363.1	1096995.BJAB07104_01913	1096995.BJAB07104_02995	0.057	0.088	0.774	0	0.242	0.276	0.800	0.070	0.974
AGQ14281.1	adeC	1096995.BJAB07104_01913	1096995.BJAB07104_01915	0.639	0	0.753	0	0.102	0.270	0.800	0.078	0.986
AGQ14281.1	AGQ14282.1	1096995.BJAB07104_01913	1096995.BJAB07104_01914	0.886	0.077	0.774	0	0.242	0.276	0.800	0.070	0.996
AGQ14282.1	AGQ12691.1	1096995.BJAB07104_01914	1096995.BJAB07104_00321	0.060	0	0	0	0.069	0.270	0.800	0.099	0.863
AGQ14282.1	AGQ12959.1	1096995.BJAB07104_01914	1096995.BJAB07104_00589	0.059	0.048	0.602	0	0.127	0.258	0	0.101	0.744
AGQ14282.1	macB	1096995.BJAB07104_01914	1096995.BJAB07104_00590	0.054	0	0.200	0	0	0.108	0	0.295	0.460
AGQ14282.1	macA	1096995.BJAB07104_01914	1096995.BJAB07104_00591	0.057	0	0.423	0	0.242	0.276	0	0.070	0.671
AGQ14282.1	AGQ14261.1	1096995.BJAB07104_01914	1096995.BJAB07104_01893	0.060	0	0.186	0	0.069	0.258	0	0.084	0.427
AGQ14282.1	adeS	1096995.BJAB07104_01914	1096995.BJAB07104_01911	0.509	0	0	0	0	0.093	0	0.326	0.674
AGQ14282.1	adeR	1096995.BJAB07104_01914	1096995.BJAB07104_01912	0.592	0	0	0	0	0	0	0.326	0.713
AGQ14282.1	AGQ14281.1	1096995.BJAB07104_01914	1096995.BJAB07104_01913	0.886	0.077	0.774	0	0.242	0.276	0.800	0.070	0.996
AGQ14282.1	czcB	1096995.BJAB07104_01914	1096995.BJAB07104_03504	0.081	0	0.286	0	0.242	0.276	0	0.171	0.647
AGQ14282.1	mdtA	1096995.BJAB07104_01914	1096995.BJAB07104_03748	0.057	0	0.412	0	0.242	0.276	0	0.086	0.671
AGQ14282.1	AGQ15517.1	1096995.BJAB07104_01914	1096995.BJAB07104_03149	0.060	0	0.567	0	0.206	0.272	0	0.057	0.737
AGQ14282.1	AGQ15031.1	1096995.BJAB07104_01914	1096995.BJAB07104_02663	0.059	0.162	0.624	0	0.127	0.258	0	0.172	0.804
AGQ14282.1	mdtE	1096995.BJAB07104_01914	1096995.BJAB07104_02661	0.081	0.012	0.761	0	0.242	0.276	0	0.095	0.871
AGQ14282.1	AGQ15439.1	1096995.BJAB07104_01914	1096995.BJAB07104_03071	0	0	0.094	0.927	0.053	0	0.900	0	0.906
AGQ14282.1	AGQ15363.1	1096995.BJAB07104_01914	1096995.BJAB07104_02995	0	0	0.119	0.893	0.053	0	0.900	0	0.909
AGQ14282.1	adeK	1096995.BJAB07104_01914	1096995.BJAB07104_03072	0.059	0.312	0.690	0	0.127	0.258	0.800	0.409	0.980
AGQ14282.1	adeI	1096995.BJAB07104_01914	1096995.BJAB07104_03070	0.081	0.064	0.774	0	0.242	0.276	0.800	0.359	0.982
AGQ14282.1	adeC	1096995.BJAB07104_01914	1096995.BJAB07104_01915	0.639	0.302	0.686	0	0.075	0.258	0.800	0.078	0.987
AGQ14419.1	macB	1096995.BJAB07104_02051	1096995.BJAB07104_00590	0.093	0	0.144	0.608	0.042	0	0	0.326	0.432
AGQ14419.1	AGQ15322.1	1096995.BJAB07104_02051	1096995.BJAB07104_02954	0.063	0	0.218	0	0.329	0	0	0.091	0.493
AGQ14419.1	emrA_4	1096995.BJAB07104_02051	1096995.BJAB07104_02953	0.091	0	0.441	0	0.162	0	0	0.103	0.566
AGQ14419.1	AGQ14420.1	1096995.BJAB07104_02051	1096995.BJAB07104_02052	0.886	0	0.774	0	0.162	0	0	0.103	0.978
AGQ14420.1	AGQ12691.1	1096995.BJAB07104_02052	1096995.BJAB07104_00321	0.082	0	0	0	0.326	0.221	0	0.093	0.504
AGQ14420.1	AGQ12959.1	1096995.BJAB07104_02052	1096995.BJAB07104_00589	0.063	0	0.273	0	0.326	0.221	0	0.084	0.612
AGQ14420.1	macB	1096995.BJAB07104_02052	1096995.BJAB07104_00590	0.134	0	0.242	0	0.594	0.196	0	0.174	0.790
AGQ14420.1	macA	1096995.BJAB07104_02052	1096995.BJAB07104_00591	0.054	0	0.545	0	0.047	0	0	0.056	0.560
AGQ14420.1	bepC_2	1096995.BJAB07104_02052	1096995.BJAB07104_01399	0.062	0	0	0	0.326	0.221	0	0.084	0.488
AGQ14420.1	AGQ13768.1	1096995.BJAB07104_02052	1096995.BJAB07104_01400	0.063	0	0	0	0.324	0.293	0	0.095	0.540
AGQ14420.1	AGQ14261.1	1096995.BJAB07104_02052	1096995.BJAB07104_01893	0.064	0	0.161	0	0.326	0.221	0	0.093	0.557
AGQ14420.1	AGQ14281.1	1096995.BJAB07104_02052	1096995.BJAB07104_01913	0.054	0	0.432	0	0.047	0	0	0.056	0.451
AGQ14420.1	adeC	1096995.BJAB07104_02052	1096995.BJAB07104_01915	0.063	0	0.247	0	0.326	0.221	0	0.084	0.598
AGQ14420.1	AGQ14419.1	1096995.BJAB07104_02052	1096995.BJAB07104_02051	0.886	0	0.774	0	0.162	0	0	0.103	0.978
AGQ14420.1	adeI	1096995.BJAB07104_02052	1096995.BJAB07104_03070	0.054	0	0.380	0	0.047	0	0	0.056	0.401
AGQ14420.1	AGQ15322.1	1096995.BJAB07104_02052	1096995.BJAB07104_02954	0.091	0	0.378	0	0.115	0	0	0.089	0.483
AGQ14420.1	czcC	1096995.BJAB07104_02052	1096995.BJAB07104_03505	0.062	0	0	0	0.326	0.221	0	0.084	0.488
AGQ14420.1	AGQ15320.1	1096995.BJAB07104_02052	1096995.BJAB07104_02952	0.091	0	0	0	0.326	0.221	0	0.093	0.509
AGQ14420.1	AGQ15031.1	1096995.BJAB07104_02052	1096995.BJAB07104_02663	0.063	0	0.224	0	0.326	0.221	0	0.084	0.586
AGQ14420.1	AGQ15517.1	1096995.BJAB07104_02052	1096995.BJAB07104_03149	0.054	0	0.579	0	0.047	0	0	0.056	0.593
AGQ14420.1	adeK	1096995.BJAB07104_02052	1096995.BJAB07104_03072	0.063	0	0.258	0	0.326	0.221	0	0.084	0.604
AGQ14683.1	macB	1096995.BJAB07104_02315	1096995.BJAB07104_00590	0	0	0	0	0.201	0	0	0.332	0.443
AGQ14683.1	AGQ13442.1	1096995.BJAB07104_02315	1096995.BJAB07104_01074	0.095	0	0	0	0.166	0	0	0.292	0.418
AGQ14973.1	AGQ12691.1	1096995.BJAB07104_02605	1096995.BJAB07104_00321	0	0	0.531	0	0.074	0	0	0	0.547
AGQ14973.1	AGQ14261.1	1096995.BJAB07104_02605	1096995.BJAB07104_01893	0	0	0.511	0	0.056	0	0	0	0.518
AGQ14973.1	AGQ15581.1	1096995.BJAB07104_02605	1096995.BJAB07104_03213	0	0	0.407	0	0	0	0	0	0.407
AGQ15030.1	AGQ12959.1	1096995.BJAB07104_02662	1096995.BJAB07104_00589	0.061	0.068	0.569	0	0.075	0.268	0	0.083	0.711
AGQ15030.1	macB	1096995.BJAB07104_02662	1096995.BJAB07104_00590	0.054	0	0.206	0	0	0.108	0	0.295	0.464
AGQ15030.1	macA	1096995.BJAB07104_02662	1096995.BJAB07104_00591	0.057	0	0.377	0	0.242	0.276	0	0.070	0.645
AGQ15030.1	AGQ14261.1	1096995.BJAB07104_02662	1096995.BJAB07104_01893	0.060	0	0.234	0	0.069	0.258	0	0.084	0.461
AGQ15030.1	AGQ14281.1	1096995.BJAB07104_02662	1096995.BJAB07104_01913	0.057	0.051	0.750	0	0.242	0.276	0	0.070	0.859
AGQ15030.1	adeC	1096995.BJAB07104_02662	1096995.BJAB07104_01915	0.059	0.259	0.506	0	0.075	0.258	0	0.078	0.731
AGQ15030.1	mdtE	1096995.BJAB07104_02662	1096995.BJAB07104_02661	0.886	0.008	0.774	0	0.242	0.336	0	0.074	0.985
AGQ15030.1	czcB	1096995.BJAB07104_02662	1096995.BJAB07104_03504	0.063	0	0.286	0	0.242	0.336	0	0.074	0.631
AGQ15030.1	mdtA	1096995.BJAB07104_02662	1096995.BJAB07104_03748	0.057	0	0.380	0	0.242	0.276	0	0.070	0.647
AGQ15030.1	AGQ15517.1	1096995.BJAB07104_02662	1096995.BJAB07104_03149	0.060	0	0.428	0	0.206	0.272	0	0.057	0.653
AGQ15030.1	adeK	1096995.BJAB07104_02662	1096995.BJAB07104_03072	0.061	0.267	0.507	0	0.075	0.268	0	0.083	0.740
AGQ15030.1	adeI	1096995.BJAB07104_02662	1096995.BJAB07104_03070	0.063	0.042	0.753	0	0.242	0.336	0	0.074	0.872
AGQ15030.1	AGQ15031.1	1096995.BJAB07104_02662	1096995.BJAB07104_02663	0.802	0.232	0.686	0	0.075	0.268	0	0.083	0.963
AGQ15031.1	aaeA	1096995.BJAB07104_02663	1096995.BJAB07104_00377	0.069	0	0.193	0	0.326	0.221	0	0.085	0.573
AGQ15031.1	macB	1096995.BJAB07104_02663	1096995.BJAB07104_00590	0.122	0	0	0	0.088	0.737	0	0.173	0.802
AGQ15031.1	macA	1096995.BJAB07104_02663	1096995.BJAB07104_00591	0.081	0	0.215	0	0.106	0.270	0	0.087	0.491
AGQ15031.1	AGQ13151.1	1096995.BJAB07104_02663	1096995.BJAB07104_00782	0.061	0	0.228	0	0.330	0.221	0	0.083	0.589
AGQ15031.1	AGQ13278.1	1096995.BJAB07104_02663	1096995.BJAB07104_00910	0.061	0	0.303	0	0.330	0.221	0	0.083	0.629
AGQ15031.1	prsE	1096995.BJAB07104_02663	1096995.BJAB07104_01401	0.064	0	0	0	0.326	0.221	0	0.099	0.497
AGQ15031.1	AGQ14217.1	1096995.BJAB07104_02663	1096995.BJAB07104_01849	0.061	0	0.349	0	0.330	0.221	0	0.083	0.654
AGQ15031.1	AGQ14257.1	1096995.BJAB07104_02663	1096995.BJAB07104_01889	0.061	0	0.262	0	0.330	0.221	0	0.083	0.607
AGQ15031.1	AGQ14281.1	1096995.BJAB07104_02663	1096995.BJAB07104_01913	0.059	0	0.692	0	0.102	0.270	0	0.078	0.792
AGQ15031.1	AGQ14282.1	1096995.BJAB07104_02663	1096995.BJAB07104_01914	0.059	0.162	0.624	0	0.127	0.258	0	0.172	0.804
AGQ15031.1	AGQ14420.1	1096995.BJAB07104_02663	1096995.BJAB07104_02052	0.063	0	0.224	0	0.326	0.221	0	0.084	0.586
AGQ15031.1	mdtE	1096995.BJAB07104_02663	1096995.BJAB07104_02661	0.802	0	0.716	0	0.102	0.291	0	0.084	0.961
AGQ15031.1	AGQ15030.1	1096995.BJAB07104_02663	1096995.BJAB07104_02662	0.802	0.232	0.686	0	0.075	0.268	0	0.083	0.963
AGQ15031.1	czcA_2	1096995.BJAB07104_02663	1096995.BJAB07104_03503	0.064	0.009	0.164	0	0.309	0	0	0.099	0.447
AGQ15031.1	czcB	1096995.BJAB07104_02663	1096995.BJAB07104_03504	0.062	0	0.170	0	0.102	0.291	0	0.084	0.463
AGQ15031.1	emrA_4	1096995.BJAB07104_02663	1096995.BJAB07104_02953	0.063	0	0.185	0	0.326	0.221	0	0.084	0.565
AGQ15031.1	AGQ15363.1	1096995.BJAB07104_02663	1096995.BJAB07104_02995	0.061	0.139	0.639	0	0.075	0.268	0	0.172	0.798
AGQ15031.1	AGQ15439.1	1096995.BJAB07104_02663	1096995.BJAB07104_03071	0.061	0.152	0.665	0	0.075	0.268	0	0.138	0.808
AGQ15031.1	adeI	1096995.BJAB07104_02663	1096995.BJAB07104_03070	0.062	0	0.727	0	0.102	0.291	0	0.084	0.823
AGQ15090.1	macB	1096995.BJAB07104_02722	1096995.BJAB07104_00590	0.095	0	0.158	0	0.069	0	0	0.322	0.454
AGQ15313.1	lspA	1096995.BJAB07104_02945	1096995.BJAB07104_00056	0	0	0.293	0	0	0	0	0.293	0.478
AGQ15313.1	AGQ12942.1	1096995.BJAB07104_02945	1096995.BJAB07104_00572	0.091	0	0	0	0	0.665	0	0.160	0.721
AGQ15313.1	macB	1096995.BJAB07104_02945	1096995.BJAB07104_00590	0.192	0	0	0	0.717	0.737	0	0.392	0.958
AGQ15313.1	bamD	1096995.BJAB07104_02945	1096995.BJAB07104_00844	0.095	0	0.469	0	0	0	0	0.289	0.628
AGQ15313.1	AGQ13452.1	1096995.BJAB07104_02945	1096995.BJAB07104_01084	0.091	0	0	0	0.462	0.737	0	0.160	0.877
AGQ15313.1	tolQ_2	1096995.BJAB07104_02945	1096995.BJAB07104_02153	0.096	0	0.473	0	0.070	0	0	0.043	0.519
AGQ15313.1	tolB	1096995.BJAB07104_02945	1096995.BJAB07104_02926	0	0	0.576	0	0.059	0	0	0.171	0.640
AGQ15313.1	lolD	1096995.BJAB07104_02945	1096995.BJAB07104_02944	0.886	0	0.271	0	0.462	0.737	0.800	0.389	0.998
AGQ15313.1	lolA	1096995.BJAB07104_02945	1096995.BJAB07104_03063	0.091	0	0.635	0	0	0.749	0	0.293	0.933
AGQ15320.1	AGQ12691.1	1096995.BJAB07104_02952	1096995.BJAB07104_00321	0	0	0.457	0	0	0	0	0	0.457
AGQ15320.1	aaeA	1096995.BJAB07104_02952	1096995.BJAB07104_00377	0.063	0	0	0	0.326	0.221	0	0.090	0.492
AGQ15320.1	macB	1096995.BJAB07104_02952	1096995.BJAB07104_00590	0.122	0	0	0	0.071	0.737	0	0.173	0.798
AGQ15320.1	AGQ13151.1	1096995.BJAB07104_02952	1096995.BJAB07104_00782	0.062	0	0	0	0.326	0.221	0	0.085	0.489
AGQ15320.1	AGQ13278.1	1096995.BJAB07104_02952	1096995.BJAB07104_00910	0.062	0	0	0	0.326	0.221	0	0.085	0.489
AGQ15320.1	AGQ13768.1	1096995.BJAB07104_02952	1096995.BJAB07104_01400	0.081	0	0	0	0.343	0	0	0.138	0.434
AGQ15320.1	prsE	1096995.BJAB07104_02952	1096995.BJAB07104_01401	0.081	0	0	0	0.326	0.221	0	0.138	0.528
AGQ15320.1	AGQ14217.1	1096995.BJAB07104_02952	1096995.BJAB07104_01849	0.062	0	0	0	0.326	0.221	0	0.085	0.489
AGQ15320.1	AGQ14257.1	1096995.BJAB07104_02952	1096995.BJAB07104_01889	0.062	0	0	0	0.326	0.221	0	0.085	0.489
AGQ15320.1	AGQ14261.1	1096995.BJAB07104_02952	1096995.BJAB07104_01893	0	0	0.469	0	0	0	0	0	0.469
AGQ15320.1	AGQ14420.1	1096995.BJAB07104_02952	1096995.BJAB07104_02052	0.091	0	0	0	0.326	0.221	0	0.093	0.509
AGQ15320.1	AGQ15398.1	1096995.BJAB07104_02952	1096995.BJAB07104_03030	0.063	0	0	0	0.325	0	0	0.138	0.407
AGQ15320.1	mdtA	1096995.BJAB07104_02952	1096995.BJAB07104_03748	0.060	0	0.218	0	0.128	0.275	0	0.084	0.496
AGQ15320.1	czcB	1096995.BJAB07104_02952	1096995.BJAB07104_03504	0.060	0	0.325	0	0.128	0.275	0	0.084	0.565
AGQ15320.1	czcC	1096995.BJAB07104_02952	1096995.BJAB07104_03505	0	0	0.582	0	0	0	0	0.084	0.600
AGQ15320.1	AGQ15581.1	1096995.BJAB07104_02952	1096995.BJAB07104_03213	0	0	0.559	0	0	0	0	0.136	0.602
AGQ15320.1	AGQ15517.1	1096995.BJAB07104_02952	1096995.BJAB07104_03149	0.060	0	0.468	0	0.128	0.275	0	0.084	0.657
AGQ15320.1	AGQ15322.1	1096995.BJAB07104_02952	1096995.BJAB07104_02954	0.781	0	0.738	0	0	0	0	0.056	0.941
AGQ15320.1	emrA_4	1096995.BJAB07104_02952	1096995.BJAB07104_02953	0.872	0	0.697	0	0.326	0.221	0	0.093	0.978
AGQ15322.1	AGQ14419.1	1096995.BJAB07104_02954	1096995.BJAB07104_02051	0.063	0	0.218	0	0.329	0	0	0.091	0.493
AGQ15322.1	AGQ14420.1	1096995.BJAB07104_02954	1096995.BJAB07104_02052	0.091	0	0.378	0	0.115	0	0	0.089	0.483
AGQ15322.1	AGQ15320.1	1096995.BJAB07104_02954	1096995.BJAB07104_02952	0.781	0	0.738	0	0	0	0	0.056	0.941
AGQ15322.1	emrA_4	1096995.BJAB07104_02954	1096995.BJAB07104_02953	0.791	0	0.772	0	0.115	0	0	0.089	0.956
AGQ15322.1	AGQ15517.1	1096995.BJAB07104_02954	1096995.BJAB07104_03149	0.048	0	0.458	0	0	0	0	0	0.461
AGQ15362.1	AGQ15363.1	1096995.BJAB07104_02994	1096995.BJAB07104_02995	0.575	0	0	0	0	0	0	0	0.576
AGQ15363.1	AGQ12691.1	1096995.BJAB07104_02995	1096995.BJAB07104_00321	0.060	0	0.155	0	0.069	0.270	0.900	0.099	0.940
AGQ15363.1	AGQ12959.1	1096995.BJAB07104_02995	1096995.BJAB07104_00589	0.061	0.041	0.639	0	0.075	0.268	0	0.083	0.751
AGQ15363.1	macB	1096995.BJAB07104_02995	1096995.BJAB07104_00590	0.054	0	0.195	0	0	0.108	0	0.295	0.457
AGQ15363.1	macA	1096995.BJAB07104_02995	1096995.BJAB07104_00591	0.057	0	0.422	0	0.242	0.276	0	0.070	0.671
AGQ15363.1	AGQ14261.1	1096995.BJAB07104_02995	1096995.BJAB07104_01893	0.060	0	0.195	0	0.069	0.258	0	0.084	0.433
AGQ15363.1	AGQ14281.1	1096995.BJAB07104_02995	1096995.BJAB07104_01913	0.057	0.088	0.774	0	0.242	0.276	0.800	0.070	0.974
AGQ15363.1	AGQ14282.1	1096995.BJAB07104_02995	1096995.BJAB07104_01914	0	0	0.119	0.893	0.053	0	0.900	0	0.909
AGQ15363.1	adeC	1096995.BJAB07104_02995	1096995.BJAB07104_01915	0.059	0.298	0.711	0	0.075	0.258	0.800	0.078	0.968
AGQ15363.1	mdtE	1096995.BJAB07104_02995	1096995.BJAB07104_02661	0.063	0.014	0.756	0	0.242	0.336	0	0.074	0.874
AGQ15363.1	AGQ15031.1	1096995.BJAB07104_02995	1096995.BJAB07104_02663	0.061	0.139	0.639	0	0.075	0.268	0	0.172	0.798
AGQ15363.1	AGQ15362.1	1096995.BJAB07104_02995	1096995.BJAB07104_02994	0.575	0	0	0	0	0	0	0	0.576
AGQ15363.1	AGQ15364.1	1096995.BJAB07104_02995	1096995.BJAB07104_02996	0.453	0	0	0	0	0	0	0.056	0.461
AGQ15363.1	czcB	1096995.BJAB07104_02995	1096995.BJAB07104_03504	0.063	0	0.272	0	0.242	0.336	0	0.074	0.624
AGQ15363.1	mdtA	1096995.BJAB07104_02995	1096995.BJAB07104_03748	0.057	0	0.434	0	0.242	0.276	0	0.070	0.677
AGQ15363.1	AGQ15517.1	1096995.BJAB07104_02995	1096995.BJAB07104_03149	0.060	0	0.596	0	0.206	0.272	0	0.057	0.755
AGQ15363.1	AGQ15439.1	1096995.BJAB07104_02995	1096995.BJAB07104_03071	0	0	0.090	0.933	0	0	0.900	0	0.905
AGQ15363.1	adeK	1096995.BJAB07104_02995	1096995.BJAB07104_03072	0.061	0.309	0.712	0	0.075	0.268	0.800	0.172	0.973
AGQ15363.1	adeI	1096995.BJAB07104_02995	1096995.BJAB07104_03070	0.063	0.072	0.774	0	0.242	0.336	0.900	0.074	0.988
AGQ15364.1	pstA	1096995.BJAB07104_02996	1096995.BJAB07104_02810	0.056	0	0	0	0.325	0	0	0.137	0.402
AGQ15364.1	AGQ15363.1	1096995.BJAB07104_02996	1096995.BJAB07104_02995	0.453	0	0	0	0	0	0	0.056	0.461
AGQ15398.1	AGQ12691.1	1096995.BJAB07104_03030	1096995.BJAB07104_00321	0.063	0	0	0	0.325	0	0	0.138	0.407
AGQ15398.1	bepC_2	1096995.BJAB07104_03030	1096995.BJAB07104_01399	0.061	0	0.356	0	0.090	0	0	0.098	0.437
AGQ15398.1	AGQ13768.1	1096995.BJAB07104_03030	1096995.BJAB07104_01400	0.096	0	0.546	0	0.471	0	0	0.292	0.825
AGQ15398.1	prsE	1096995.BJAB07104_03030	1096995.BJAB07104_01401	0.096	0	0.512	0	0.127	0	0	0.293	0.691
AGQ15398.1	AGQ14261.1	1096995.BJAB07104_03030	1096995.BJAB07104_01893	0.063	0	0	0	0.325	0	0	0.138	0.407
AGQ15398.1	AGQ15320.1	1096995.BJAB07104_03030	1096995.BJAB07104_02952	0.063	0	0	0	0.325	0	0	0.138	0.407
